# curie_map:
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   MP: http://purl.obolibrary.org/obo/MP_
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_provider: https://www.pistoiaalliance.org/projects/current-projects/ontologies-mapping/
# mapping_set_description: 'The Pistoia Ontology Mappings: mp_doid'
# mapping_set_id: mp_doid_pistoia
# object_source: http://purl.obolibrary.org/doid.owl
# subject_source: http://purl.obolibrary.org/mp.owl
subject_id	predicate_id	object_id	mapping_justification	confidence
MP:0010922	owl:equivalentClass	DOID:841	semapv:UnspecifiedMatching	0.75
MP:0010998	owl:equivalentClass	DOID:12120	semapv:UnspecifiedMatching	0.75
MP:0011012	owl:equivalentClass	DOID:9563	semapv:UnspecifiedMatching	0.75
MP:0011164	owl:equivalentClass	DOID:1526	semapv:UnspecifiedMatching	0.75
MP:0011174	owl:equivalentClass	DOID:811	semapv:UnspecifiedMatching	0.75
MP:0011403	owl:equivalentClass	DOID:11400	semapv:UnspecifiedMatching	0.75
MP:0011404	owl:equivalentClass	DOID:2744	semapv:UnspecifiedMatching	0.75
MP:0011420	owl:equivalentClass	DOID:1439	semapv:UnspecifiedMatching	0.75
MP:0011491	owl:equivalentClass	DOID:0111145	semapv:UnspecifiedMatching	0.75
MP:0011515	owl:equivalentClass	DOID:3326	semapv:UnspecifiedMatching	0.75
MP:0011516	owl:equivalentClass	DOID:0050461	semapv:UnspecifiedMatching	0.75
MP:0011570	owl:equivalentClass	DOID:9164	semapv:UnspecifiedMatching	0.75
MP:0011665	owl:equivalentClass	DOID:0060770	semapv:UnspecifiedMatching	0.23077
MP:0011747	owl:equivalentClass	DOID:4971	semapv:UnspecifiedMatching	0.75
MP:0011758	owl:equivalentClass	DOID:12510	semapv:UnspecifiedMatching	0.2333325
MP:0011763	owl:equivalentClass	DOID:1343	semapv:UnspecifiedMatching	0.75
MP:0011767	owl:equivalentClass	DOID:4022	semapv:UnspecifiedMatching	0.75
MP:0011801	owl:equivalentClass	DOID:12577	semapv:UnspecifiedMatching	0.24359
MP:0011802	owl:equivalentClass	DOID:9365	semapv:UnspecifiedMatching	0.75
MP:0012121	owl:equivalentClass	DOID:0060252	semapv:UnspecifiedMatching	0.75
MP:0012171	owl:equivalentClass	DOID:12215	semapv:UnspecifiedMatching	0.75
MP:0012259	owl:equivalentClass	DOID:1088	semapv:UnspecifiedMatching	0.75
MP:0012491	owl:equivalentClass	DOID:11527	semapv:UnspecifiedMatching	0.2272725
MP:0012545	owl:equivalentClass	DOID:327	semapv:UnspecifiedMatching	0.75
MP:0012551	owl:equivalentClass	DOID:0050758	semapv:UnspecifiedMatching	0.75
MP:0012552	owl:equivalentClass	DOID:3650	semapv:UnspecifiedMatching	0.75
MP:0013148	owl:equivalentClass	DOID:10690	semapv:UnspecifiedMatching	0.75
MP:0013251	owl:equivalentClass	DOID:11623	semapv:UnspecifiedMatching	0.75
MP:0013335	owl:equivalentClass	DOID:914	semapv:UnspecifiedMatching	0.75
MP:0013370	owl:equivalentClass	DOID:11156	semapv:UnspecifiedMatching	0.75
