#mapping_set_id: https://w3id.org/sssom/commons/mouse-human/mappings/mp_hp_mgi_lex.sssom.tsv
#mapping_set_title: All mappings of MP terms to HPO terms generated by MGI
#mapping_set_description: "Mappings created by Mouse Genome Informatics (MGI) by lexical matches between term and synonym labels. Lexical mappings are made by comparing the text of each label and calling a match whenever the labels are identical. Term label to term label matches are all skos:exactMatch. Term label to synonym label are made depending on the synonym type (eg. exact synonym = exactMatch). For narrow and broad synonyms the match type is identical to synonym type when the match is HP term label to MP synonym label but reversed when it is MP term label to HP synonym label. Synonym to synonym matches are made for exact synonyms to any other type of synonym the same as for term label to synonym matches. Non-exact to non-exact synonym matches are currently only made for HP narrow to MP narrow (this is a broadMatch). The other possible matches either had no examples or gave incorrect matches and thus were not included in the mappings. Matches were reviewed manually during the creation of the mapping pipeline but are not routinely manually reviewed. Pipeline was created in 2024 and matches are updated regularly."
#creator_id:
# - orcid:0000-0003-4606-0597
# - ror:021sy4w91
#license: https://creativecommons.org/licenses/by/4.0/
#object_source: obo:hp
#subject_source: obo:mp
#curie_map:
# HP: http://purl.obolibrary.org/obo/HP_
# MP: http://purl.obolibrary.org/obo/MP_
# skos: http://www.w3.org/2004/02/skos/core#
# orcid: https://orcid.org/
# ror: https://ror.org/
# wikidata: https://www.wikidata.org/wiki/
# obo: http://purl.obolibrary.org/obo/
# semapv: https://w3id.org/semapv/vocab/
object_id	object_label	predicate_id	confidence	subject_id	subject_label	mapping_justification	mapping_tool	mapping_date	object_match_field	subject_match_field	match_string
HP:0002208	Coarse hair	skos:exactMatch	1	MP:0002832	coarse hair	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	coarse hair
HP:0011375	Cochlear aplasia	skos:exactMatch	1	MP:0003147	absent cochlea	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	absent cochlea
HP:0001674	Complete atrioventricular canal defect	skos:exactMatch	1	MP:0010413	complete atrioventricular septal defect	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	complete atrioventricular septal defect
HP:0000405	Conductive hearing impairment	skos:exactMatch	1	MP:0004739	conductive hearing loss	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	conductive hearing loss
HP:0000776	Congenital diaphragmatic hernia	skos:exactMatch	1	MP:0003924	diaphragmatic hernia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	diaphragmatic hernia
HP:0002019	Constipation	skos:exactMatch	1	MP:0003267	constipation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	constipation
HP:0011641	Coronary artery fistula	skos:exactMatch	1	MP:0010476	coronary fistula	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	coronary fistula
HP:0011566	Cor triatriatum dexter	skos:exactMatch	1	MP:0010411	cor triatriatum dextrum	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	cor triatriatum dextrum
HP:0012735	Cough	skos:exactMatch	1	MP:0031088	coughing	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	coughing
HP:0000028	Cryptorchidism	skos:exactMatch	1	MP:0002286	cryptorchism	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	cryptorchism
HP:0000378	Cupped ear	skos:exactMatch	1	MP:0003735	cup-shaped ears	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	cup-shaped ears
HP:0025245	Cutaneous cyst	skos:exactMatch	1	MP:0031309	skin cyst	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	skin cyst
HP:0000992	Cutaneous photosensitivity	skos:exactMatch	1	MP:0001999	photosensitivity	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	photosensitivity
HP:0000992	Cutaneous photosensitivity	skos:exactMatch	1	MP:0001202	skin photosensitivity	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	skin photosensitivity
HP:0000973	Cutis laxa	skos:exactMatch	1	MP:0005421	loose skin	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	loose skin
HP:0004325	Decreased body weight	skos:exactMatch	1	MP:0001262	decreased body weight	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased body weight
HP:0030341	Decreased circulating follicle stimulating hormone concentration	skos:exactMatch	1	MP:0002790	decreased circulating follicle stimulating hormone level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased circulating follicle stimulating hormone level
HP:0030339	Decreased circulating gonadotropin concentration	skos:exactMatch	1	MP:0003363	decreased circulating gonadotropin level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased circulating gonadotropin level
HP:0004315	Decreased circulating IgG concentration	skos:exactMatch	1	MP:0001805	decreased IgG level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased IgG level
HP:0004313	Decreased circulating immunoglobulin concentration	skos:exactMatch	1	MP:0002460	decreased immunoglobulin level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased immunoglobulin level
HP:0003351	Decreased circulating renin concentration	skos:exactMatch	1	MP:0003353	decreased circulating renin level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased circulating renin level
HP:0031837	Decreased circulating superoxide dismutase concentration	skos:exactMatch	1	MP:0012659	decreased superoxide dismutase level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased superoxide dismutase level
HP:0031507	Decreased circulating T4 concentration	skos:exactMatch	1	MP:0005478	decreased circulating thyroxine level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased circulating thyroxine level
HP:0002850	Decreased circulating total IgM	skos:exactMatch	1	MP:0001806	decreased IgM level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased IgM level
HP:0012648	Decreased inflammatory response	skos:exactMatch	1	MP:0001876	decreased inflammatory response	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased inflammatory response
HP:0001410	Decreased liver function	skos:exactMatch	1	MP:0003325	decreased liver function	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased liver function
HP:0025066	Decreased mean corpuscular volume	skos:exactMatch	1	MP:0002813	microcytosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	microcytosis
HP:0008734	Decreased testicular size	skos:exactMatch	1	MP:0001147	small testis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	small testis
HP:0032044	Decreased vigilance	skos:exactMatch	1	MP:0020224	decreased alertness	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased alertness
HP:0000490	Deeply set eye	skos:exactMatch	1	MP:0006198	enophthalmos	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	enophthalmos
HP:0001944	Dehydration	skos:exactMatch	1	MP:0001429	dehydration	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	dehydration
HP:0000270	Delayed cranial suture closure	skos:exactMatch	1	MP:0030393	delayed fontanelle closure	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	delayed fontanelle closure
HP:0000270	Delayed cranial suture closure	skos:exactMatch	1	MP:0010743	delayed cranial suture closure	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	delayed cranial suture closure
HP:0000684	Delayed eruption of teeth	skos:exactMatch	1	MP:0003053	delayed tooth eruption	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	delayed tooth eruption
HP:0000689	Dental malocclusion	skos:exactMatch	1	MP:0000120	malocclusion	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	malocclusion
HP:0005280	Depressed nasal bridge	skos:exactMatch	1	MP:0030034	depressed nasal bridge	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	depressed nasal bridge
HP:0004334	Dermal atrophy	skos:exactMatch	1	MP:0030584	skin atrophy	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	skin atrophy
HP:0010648	Dermal translucency	skos:exactMatch	1	MP:0001201	translucent skin	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	translucent skin
HP:0004411	Deviated nasal septum	skos:exactMatch	1	MP:0030199	deviated nasal septum	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	deviated nasal septum
HP:0031348	Dextrotransposition of the great arteries	skos:exactMatch	1	MP:0011665	d-loop transposition of the great arteries	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	d-loop transposition of the great arteries
HP:0002014	Diarrhea	skos:exactMatch	1	MP:0005036	diarrhea	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	diarrhea
HP:0004944	Dilatation of the cerebral artery	skos:broadMatch	0.8	MP:0010478	intracranial aneurysm	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	broad Synonym	intracranial aneurysm
HP:0004944	Dilatation of the cerebral artery	skos:broadMatch	0.8	MP:0010479	brain aneurysm	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	broad Synonym	brain aneurysm
HP:0011645	Dilatation of the sinus of Valsalva	skos:exactMatch	1	MP:0010483	aortic sinus aneurysm	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	aortic sinus aneurysm
HP:0006698	Dilatation of the ventricular cavity	skos:narrowMatch	0.8	MP:0010421	ventricular aneurysm	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	narrow Synonym	ventricular aneurysm
HP:0002198	Dilated fourth ventricle	skos:exactMatch	1	MP:0008534	enlarged fourth ventricle	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	enlarged fourth ventricle
HP:0000651	Diplopia	skos:exactMatch	1	MP:0006150	double vision	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	double vision
HP:0011652	Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis	skos:exactMatch	1	MP:0011669	double outlet right ventricle, doubly committed ventricular septal defect	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	double outlet right ventricle, doubly committed ventricular septal defect
HP:0011654	Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis	skos:exactMatch	1	MP:0011670	double outlet right ventricle, noncommitted ventricular septal defect	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	double outlet right ventricle, noncommitted ventricular septal defect
HP:0011359	Dry hair	skos:exactMatch	1	MP:0014053	dry hair	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	dry hair
HP:0000958	Dry skin	skos:exactMatch	1	MP:0003853	dry skin	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	dry skin
HP:0012534	Dysesthesia	skos:exactMatch	1	MP:0005407	hyperalgesia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	hyperalgesia
HP:0001083	Ectopia lentis	skos:exactMatch	1	MP:0031428	lens dislocation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	lens dislocation
HP:0010452	Ectopia of the spleen	skos:exactMatch	1	MP:0020825	ectopic spleen	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	ectopic spleen
HP:0011755	Ectopic posterior pituitary	skos:exactMatch	1	MP:0013358	ectopic neurohypophysis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	ectopic neurohypophysis
HP:0100028	Ectopic thyroid	skos:exactMatch	1	MP:0013233	ectopic thyroid gland	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	ectopic thyroid gland
HP:0000964	Eczematoid dermatitis	skos:relatedMatch	0.8	MP:0001194	dermatitis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	related Synonym	dermatitis
HP:0003042	Elbow dislocation	skos:exactMatch	1	MP:0030843	elbow dislocation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	elbow dislocation
HP:0008232	Elevated circulating follicle stimulating hormone level	skos:exactMatch	1	MP:0001750	increased circulating follicle stimulating hormone level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	increased circulating follicle stimulating hormone level
HP:0011969	Elevated circulating luteinizing hormone level	skos:exactMatch	1	MP:0001751	increased circulating luteinizing hormone level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	increased circulating luteinizing hormone level
HP:0002925	Elevated circulating thyroid-stimulating hormone concentration	skos:exactMatch	1	MP:0005135	increased thyroid-stimulating hormone level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	increased thyroid-stimulating hormone level
HP:0003565	Elevated erythrocyte sedimentation rate	skos:exactMatch	1	MP:0031063	increased erythrocyte sedimentation rate	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	increased erythrocyte sedimentation rate
HP:0012465	Elevated hepatic iron concentration	skos:exactMatch	1	MP:0008807	increased liver iron level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	increased liver iron level
HP:0004890	Elevated pulmonary artery pressure	skos:exactMatch	1	MP:0004012	increased pulmonary artery pressure	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	increased pulmonary artery pressure
HP:0031591	Enlarged Eustachian valve	skos:exactMatch	1	MP:0011571	enlarged inferior vena cava valve	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	enlarged inferior vena cava valve
HP:0000105	Enlarged kidney	skos:exactMatch	1	MP:0003068	enlarged kidney	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	enlarged kidney
HP:0100878	Enlarged uterus	skos:exactMatch	1	MP:0004906	enlarged uterus	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	enlarged uterus
HP:0025092	Epidermal acanthosis	skos:exactMatch	1	MP:0001874	acanthosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	acanthosis
HP:0025092	Epidermal acanthosis	skos:relatedMatch	0.8	MP:0001222	epidermal hyperplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	related Synonym	epidermal hyperplasia
HP:0200040	Epidermoid cyst	skos:exactMatch	1	MP:0003414	epidermal cyst	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	epidermal cyst
HP:0002267	Exaggerated startle response	skos:relatedMatch	0.8	MP:0005604	hyperekplexia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	related Synonym	hyperekplexia
HP:0000324	Facial asymmetry	skos:exactMatch	1	MP:0030099	facial asymmetry	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	facial asymmetry
HP:0007209	Facial paralysis	skos:exactMatch	1	MP:0030141	facial paralysis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	facial paralysis
HP:0002380	Fasciculations	skos:exactMatch	1	MP:0009046	muscle twitch	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	muscle twitch
HP:0002380	Fasciculations	skos:exactMatch	1	MP:0030214	muscle fasciculation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	muscle fasciculation
HP:0012378	Fatigue	skos:exactMatch	1	MP:0002899	fatigue	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	fatigue
HP:0002373	Febrile seizure (within the age range of 3 months to 6 years)	skos:exactMatch	1	MP:0012011	febrile seizures	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	febrile seizures
HP:0008222	Female infertility	skos:exactMatch	1	MP:0001926	female infertility	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	female infertility
HP:0012744	Femoral aplasia	skos:exactMatch	1	MP:0004349	absent femur	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	absent femur
HP:0002980	Femoral bowing	skos:exactMatch	1	MP:0004371	bowed femur	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	bowed femur
HP:0003038	Fibular hypoplasia	skos:exactMatch	1	MP:0002765	short fibula	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	short fibula
HP:0002213	Fine hair	skos:exactMatch	1	MP:0009351	thin hair shaft	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	thin hair shaft
HP:0012368	Flat face	skos:exactMatch	1	MP:0012175	flat face	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	flat face
HP:0004425	Flat forehead	skos:exactMatch	1	MP:0030047	flat forehead	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	flat forehead
HP:0007359	Focal-onset seizure	skos:exactMatch	1	MP:0014120	focal seizures	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	focal seizures
HP:0002949	Fused cervical vertebrae	skos:exactMatch	1	MP:0004620	cervical vertebral fusion	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	cervical vertebral fusion
HP:0100788	Fused lips	skos:exactMatch	1	MP:0009553	fused lips	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	fused lips
HP:0011090	Fused teeth	skos:exactMatch	1	MP:0030472	fused teeth	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	fused teeth
HP:0001288	Gait disturbance	skos:exactMatch	1	MP:0001406	abnormal gait	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	abnormal gait
HP:0005263	Gastritis	skos:exactMatch	1	MP:0001873	stomach inflammation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	stomach inflammation
HP:0002121	Generalized non-motor (absence) seizure	skos:exactMatch	1	MP:0003216	absence seizures	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	absence seizures
HP:0000096	Glomerular sclerosis	skos:exactMatch	1	MP:0005264	glomerulosclerosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	glomerulosclerosis
HP:0001952	Glucose intolerance	skos:broadMatch	0.8	MP:0005291	abnormal glucose tolerance	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	broad Synonym	abnormal glucose tolerance
HP:0000365	Hearing impairment	skos:exactMatch	1	MP:0001967	deafness	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	deafness
HP:0030148	Heart murmur	skos:exactMatch	1	MP:0006114	cardiac murmur	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	cardiac murmur
HP:0002937	Hemivertebrae	skos:exactMatch	1	MP:0008832	hemivertebra	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	hemivertebra
HP:0001399	Hepatic failure	skos:exactMatch	1	MP:0003326	liver failure	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	liver failure
HP:0001395	Hepatic fibrosis	skos:exactMatch	1	MP:0003333	liver fibrosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	liver fibrosis
HP:0012115	Hepatitis	skos:exactMatch	1	MP:0001860	liver inflammation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	liver inflammation
HP:0002240	Hepatomegaly	skos:exactMatch	1	MP:0000599	enlarged liver	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	enlarged liver
HP:0004299	Hernia of the abdominal wall	skos:exactMatch	1	MP:0000757	herniated abdominal wall	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	herniated abdominal wall
HP:0030853	Heterotaxy	skos:exactMatch	1	MP:0004133	heterotaxia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	heterotaxia
HP:0002036	Hiatus hernia	skos:exactMatch	1	MP:0003258	hiatal hernia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	hiatal hernia
HP:0000348	High forehead	skos:exactMatch	1	MP:0030032	high forehead	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	high forehead
HP:0000218	High palate	skos:exactMatch	1	MP:0003757	high palate	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	high palate
HP:0002827	Hip dislocation	skos:exactMatch	1	MP:0030796	hip dislocation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	hip dislocation
HP:0000085	Horseshoe kidney	skos:broadMatch	0.8	MP:0003605	fused kidneys	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	broad Synonym	fused kidneys
HP:0000034	Hydrocele testis	skos:broadMatch	0.8	MP:0003623	hydrocele	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	broad Synonym	hydrocele
HP:0000238	Hydrocephalus	skos:exactMatch	1	MP:0001891	hydrocephaly	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	hydrocephaly
HP:0000072	Hydroureter	skos:exactMatch	1	MP:0003586	dilated ureter	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	dilated ureter
HP:0410288	Hyperamylasemia	skos:exactMatch	1	MP:0008806	increased circulating amylase level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	increased circulating amylase level
HP:0003307	Hyperlordosis	skos:exactMatch	1	MP:0000162	lordosis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	lordosis
HP:0003297	Hyperlysinuria	skos:exactMatch	1	MP:0020403	lysinuria	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	lysinuria
HP:0000953	Hyperpigmentation of the skin	skos:exactMatch	1	MP:0030926	increased skin pigmentation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	increased skin pigmentation
HP:0012882	Hyperplastic labia majora	skos:exactMatch	1	MP:0003517	enlarged labia majora	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	enlarged labia majora
HP:0000316	Hypertelorism	skos:exactMatch	1	MP:0001300	ocular hypertelorism	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	ocular hypertelorism
HP:0001276	Hypertonia	skos:exactMatch	1	MP:0012052	hypertonicity	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	hypertonicity
HP:0001276	Hypertonia	skos:relatedMatch	0.8	MP:0004143	muscle hypertonia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	related Synonym	muscle hypertonia
HP:0410289	Hypoamylasemia	skos:exactMatch	1	MP:0008805	decreased circulating amylase level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased circulating amylase level
HP:0003146	Hypocholesterolemia	skos:exactMatch	1	MP:0005179	decreased circulating cholesterol level	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	decreased circulating cholesterol level
HP:0001931	Hypochromic anemia	skos:exactMatch	1	MP:0008387	hypochromic anemia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	hypochromic anemia
HP:0100771	Hypoperistalsis	skos:relatedMatch	0.8	MP:0003290	intestinal hypoperistalsis	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	related Synonym	intestinal hypoperistalsis
HP:0001010	Hypopigmentation of the skin	skos:exactMatch	1	MP:0005408	hypopigmentation	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	hypopigmentation
HP:0004762	Hypoplasia of right ventricle	skos:exactMatch	1	MP:0010422	heart right ventricle hypoplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	heart right ventricle hypoplasia
HP:0007676	Hypoplasia of the iris	skos:exactMatch	1	MP:0006226	iris hypoplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	iris hypoplasia
HP:0000327	Hypoplasia of the maxilla	skos:exactMatch	1	MP:0004540	small maxilla	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	small maxilla
HP:0000327	Hypoplasia of the maxilla	skos:exactMatch	1	MP:0030274	maxillary retrognathia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	maxillary retrognathia
HP:0009004	Hypoplasia of the musculature	skos:exactMatch	1	MP:0000734	muscle hypoplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	muscle hypoplasia
HP:0004646	Hypoplasia of the nasal bone	skos:exactMatch	1	MP:0000103	nasal bone hypoplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	nasal bone hypoplasia
HP:0004646	Hypoplasia of the nasal bone	skos:broadMatch	0.8	MP:0004470	small nasal bone	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	broad Synonym	small nasal bone
HP:0009555	Hypoplasia of the pharynx	skos:broadMatch	0.8	MP:0004554	small pharynx	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	broad Synonym	small pharynx
HP:0010650	Hypoplasia of the premaxilla	skos:exactMatch	1	MP:0004870	small premaxilla	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	small premaxilla
HP:0002984	Hypoplasia of the radius	skos:exactMatch	1	MP:0004355	short radius	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	short radius
HP:0000778	Hypoplasia of the thymus	skos:exactMatch	1	MP:0001823	thymus hypoplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	thymus hypoplasia
HP:0000778	Hypoplasia of the thymus	skos:exactMatch	1	MP:0000706	small thymus	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	small thymus
HP:0003022	Hypoplasia of the ulna	skos:exactMatch	1	MP:0004359	short ulna	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	short ulna
HP:0000013	Hypoplasia of the uterus	skos:exactMatch	1	MP:0002637	small uterus	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	small uterus
HP:0010669	Hypoplasia of the zygomatic bone	skos:broadMatch	0.8	MP:0004468	small zygomatic bone	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	broad Synonym	small zygomatic bone
HP:0012304	Hypoplastic aortic arch	skos:exactMatch	1	MP:0010485	aortic arch hypoplasia	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	aortic arch hypoplasia
HP:0025517	Hypoplastic hippocampus	skos:exactMatch	1	MP:0008283	small hippocampus	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	small hippocampus
HP:0000059	Hypoplastic labia majora	skos:exactMatch	1	MP:0003518	small labia majora	semapv:LexicalMatching	MGI_pipeline	2026-04-21	MP term label	exact Synonym	small labia majora
